danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Position,Genres,Artist_Name,Date
0.732,0.663,6,-7.616,0,0.192,0.0819,0.0,0.115,0.227,139.964,210587,4,51,conscious hip hop**hip hop**north carolina hip hop**rap,J. Cole,8/3/20
0.606,0.737,8,-5.745,1,0.0321,0.134,0.0,0.057,0.65,82.966,171027,4,56,contemporary country**country**country road**oklahoma country,Blake Shelton,8/3/20
0.354,0.267,1,-13.69,1,0.0281,0.731,0.000402,0.0858,0.113,94.219,289749,4,57,pop,Taylor Swift,8/3/20
0.647,0.272,5,-12.906,1,0.0916,0.918,1.73e-05,0.0918,0.339,150.044,234000,4,58,pop,Taylor Swift,8/3/20
0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,232253,4,63,latin**reggaeton**reggaeton colombiano**trap latino,J Balvin,8/3/20
0.662,0.181,8,-15.065,1,0.0415,0.966,3.86e-06,0.133,0.429,118.819,220043,4,71,pop,Taylor Swift,8/3/20
0.769,0.829,0,-5.228,1,0.0661,0.00948,6.65e-05,0.301,0.648,159.943,100291,4,95,conscious hip hop**dmv rap**hip hop**pop rap**rap,Logic,8/3/20
0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,208155,4,6,art pop**electropop**pop,Billie Eilish,8/10/20
0.808,0.676,4,-4.902,1,0.223,0.0618,2.68e-06,0.11,0.0763,144.018,144973,4,19,hip hop**pop rap**rap**southern hip hop**trap**underground hip hop,A$AP Ferg,8/10/20
0.775,0.58,9,-6.83,1,0.439,0.0064,0.0,0.354,0.762,130.032,162680,4,92,north carolina hip hop**rap,DaBaby,8/10/20
0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,187541,4,1,dance pop**pop**pop rap**rap,Cardi B,8/17/20
0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,196180,4,8,chicago rap**melodic rap,Juice WRLD,8/17/20
0.679,0.574,11,-10.431,0,0.0651,0.138,0.0,0.266,0.75,156.036,173893,4,62,florida rap,Rod Wave,8/17/20
0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,162399,4,73,dance pop**pop,Ava Max,8/17/20
0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,4,82,ohio hip hop,Machine Gun Kelly,8/17/20
0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,140533,4,84,cali rap**pop rap,24kGoldn,8/17/20
0.756,0.657,6,-8.709,0,0.0681,0.0628,0.0,0.218,0.458,76.987,174746,5,86,florida rap,Rod Wave,8/17/20
0.429,0.831,8,-5.108,1,0.0473,0.0781,0.0,0.312,0.348,167.984,184893,4,92,contemporary country**country**country pop,Jameson Rodgers,8/17/20
0.815,0.715,4,-4.65,0,0.207,0.3,4.83e-06,0.091,0.786,176.007,345241,4,93,latin**reggaeton**trap latino,Nio Garcia,8/17/20
0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4,2,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,8/24/20
0.466,0.786,0,-5.13,1,0.0328,0.417,6.1e-05,0.125,0.571,203.903,210507,4,6,contemporary country,Morgan Wallen,8/24/20
0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0,223279,4,14,dance pop**pop**post-teen pop,Miley Cyrus,8/24/20
0.877,0.607,10,-7.818,0,0.15,0.535,0.0,0.138,0.773,127.055,151249,4,58,baton rouge rap**trap,YoungBoy Never Broke Again,8/24/20
0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,3,61,bedroom pop**electropop**indie pop**pop,Conan Gray,8/24/20
0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,195429,4,66,rap**trap,Internet Money,8/24/20
0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4,71,memphis hip hop**rap**southern hip hop**trap,Money Man,8/24/20
0.728,0.806,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084,217547,4,92,latin**puerto rican pop**reggaeton**trap latino,Ozuna,8/24/20
0.681,0.726,7,-5.1,1,0.0453,0.162,0.0,0.119,0.819,84.979,176729,4,100,contemporary country**country**country road**modern country rock,Chase Rice,8/24/20
0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4,1,k-pop**k-pop boy group,BTS,8/31/20
0.433,0.443,1,-10.568,0,0.0361,0.0922,0.000293,0.117,0.0363,79.903,185851,3,74,rap**slap house,Travis Scott,8/31/20
0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,200482,4,79,latin**reggaeton**reggaeton colombiano,Maluma,8/31/20
0.511,0.654,8,-6.133,1,0.314,0.053,0.0,0.316,0.279,154.868,156663,4,90,baton rouge rap**trap,YoungBoy Never Broke Again,8/31/20
0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4,95,alt z**dance pop**pop**post-teen pop,Tate McRae,8/31/20
0.724,0.603,1,-6.553,1,0.406,0.0187,0.0,0.169,0.152,180.02,166523,4,96,conscious hip hop**east coast hip hop**gangster rap**hardcore hip hop**hip hop**queens hip hop**rap,Nas,8/31/20
0.79,0.701,9,-4.81,1,0.365,0.0317,8.06e-05,0.0311,0.91,159.972,177813,4,13,k-pop**k-pop girl group,BLACKPINK,9/7/20
0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043,210795,4,38,dance pop**edm**electro house**house**pop**pop rap**progressive house**uk dance,Calvin Harris,9/7/20
0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413,4,57,contemporary country**outlaw country,Chris Stapleton,9/7/20
0.761,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,174730,4,79,rap**trap,Internet Money,9/7/20
0.866,0.531,9,-6.859,1,0.0703,0.0379,0.0,0.0937,0.266,99.069,135740,4,83,hip hop**pop**pop rap**r&b**southern hip hop**trap**trap soul,Ty Dolla $ign,9/7/20
0.839,0.683,10,-9.232,0,0.165,0.00667,0.0,0.241,0.522,120.003,159955,4,90,viral rap,WhoHeem,9/7/20
0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008,4,29,pop**r&b**rap,SZA,9/14/20
0.736,0.887,1,-4.159,0,0.124,0.218,0.0,0.101,0.495,100.501,186283,3,62,chicago drill**chicago rap**drill**hip hop**rap**trap,Lil Durk,9/14/20
0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,247308,4,64,latin**panamanian pop**reggaeton**trap latino,Sech,9/14/20
0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,199758,4,65,detroit hip hop**hip hop**pop**pop rap**rap**southern hip hop**trap,Big Sean,9/14/20
0.676,0.82,7,-5.217,1,0.0554,0.0493,0.0,0.615,0.618,152.028,199250,4,69,detroit hip hop**hip hop**pop**pop rap**rap**southern hip hop**trap,Big Sean,9/14/20
0.631,0.848,9,-4.839,0,0.31,0.138,0.0,0.379,0.265,91.879,231352,4,82,detroit hip hop**hip hop**pop**pop rap**rap**southern hip hop**trap,Big Sean,9/14/20
0.501,0.788,10,-4.624,1,0.0415,0.12,0.0,0.137,0.61,152.047,186613,4,91,contemporary country**country**country road**modern country rock,Russell Dickerson,9/14/20
0.711,0.838,11,-3.553,0,0.122,0.00607,0.0,0.0898,0.53,80.024,224770,4,95,detroit hip hop**hip hop**pop**pop rap**rap**southern hip hop**trap,Big Sean,9/14/20
0.563,0.722,6,-3.972,1,0.0279,0.0345,0.0,0.0795,0.309,149.903,192587,4,96,arkansas country**contemporary country**country pop,Matt Stell,9/14/20
0.778,0.727,1,-6.115,0,0.0837,0.0212,0.0,0.101,0.218,119.972,152263,4,97,detroit hip hop**hip hop**pop**pop rap**rap**southern hip hop**trap,Big Sean,9/14/20
0.778,0.662,8,-6.081,0,0.308,0.187,0.0,0.116,0.571,149.935,192000,4,35,baton rouge rap**trap,YoungBoy Never Broke Again,9/21/20
0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,159863,4,36,brostep**edm**pop**pop dance**progressive electro house,Marshmello,9/21/20
0.819,0.738,1,-5.159,0,0.186,0.47,0.0,0.117,0.676,139.957,164650,4,44,baton rouge rap**trap,YoungBoy Never Broke Again,9/21/20
0.529,0.723,4,-6.022,0,0.035,0.0175,0.0,0.364,0.459,119.942,169255,4,65,contemporary country**country pop,Andrew Jannakos,9/21/20
0.524,0.832,6,-4.351,1,0.471,0.0508,0.0,0.632,0.761,111.142,209528,5,72,baton rouge rap**trap,YoungBoy Never Broke Again,9/21/20
0.714,0.722,0,-5.685,1,0.0538,0.0735,0.0,0.114,0.439,143.019,168046,4,76,baton rouge rap**trap,YoungBoy Never Broke Again,9/21/20
0.592,0.691,6,-6.325,1,0.204,0.355,0.0,0.217,0.815,159.708,156130,4,81,baton rouge rap**trap,YoungBoy Never Broke Again,9/21/20
0.725,0.79,3,-4.773,0,0.327,0.346,0.0,0.195,0.815,157.99,159086,4,88,baton rouge rap**trap,YoungBoy Never Broke Again,9/21/20
0.762,0.433,5,-8.937,1,0.187,0.143,0.0,0.118,0.394,122.074,203145,4,95,chill r&b**pop**pop r&b**pop rap**r&b,Vedo,9/21/20
0.614,0.789,0,-4.859,1,0.541,0.178,0.0,0.396,0.349,106.704,169953,5,98,baton rouge rap**trap,YoungBoy Never Broke Again,9/21/20
0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,212093,4,3,canadian pop**pop,Justin Bieber,9/28/20
0.653,0.667,10,-6.764,0,0.0423,0.154,0.0,0.107,0.556,104.181,213869,4,51,dance pop**pop**uk pop,Sam Smith,9/28/20
0.522,0.659,6,-6.016,1,0.0304,0.307,0.0,0.102,0.355,141.996,224987,4,70,contemporary country**country,Luke Combs,9/28/20
0.664,0.586,7,-7.813,0,0.238,0.212,0.0,0.216,0.589,88.502,179813,5,80,melodic rap**rap,Lil Tecca,9/28/20
0.514,0.634,1,-6.514,1,0.383,0.235,0.0,0.13,0.308,76.181,193013,4,90,melodic rap**rap,Lil Tecca,9/28/20
0.91,0.604,6,-4.392,0,0.082,0.448,0.0,0.0863,0.807,110.075,180788,4,91,funk carioca**funk pop**pagode baiano**pop nacional,Anitta,9/28/20
0.718,0.624,1,-6.802,0,0.13,0.227,0.0,0.31,0.373,127.916,210676,4,92,arkansas hip hop**atl hip hop**melodic rap**pop r&b**pop rap**rap**southern hip hop**trap,YFN Lucci,9/28/20
0.926,0.762,1,-1.887,1,0.205,0.000718,0.0,0.117,0.277,127.931,153750,4,93,detroit trap**scam rap**trap,Sada Baby,9/28/20
0.709,0.679,11,-6.503,0,0.346,0.0115,0.0,0.0971,0.754,162.973,153467,4,95,north carolina hip hop**rap,DaBaby,9/28/20
0.925,0.463,6,-9.309,0,0.454,0.0681,0.0,0.101,0.961,133.061,122729,4,35,hip hop**memphis hip hop**rap**southern hip hop**tennessee hip hop**trap,Moneybagg Yo,5/3/21
0.584,0.611,0,-8.692,1,0.52,0.0694,0.0,0.453,0.798,144.347,240918,4,54,hip hop**memphis hip hop**rap**southern hip hop**tennessee hip hop**trap,Moneybagg Yo,5/3/21
0.582,0.537,0,-9.229,1,0.619,0.129,0.0,0.0749,0.771,82.103,180930,4,59,hip hop**memphis hip hop**rap**southern hip hop**tennessee hip hop**trap,Moneybagg Yo,5/3/21
0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,197333,4,60,mexican hip hop**rap conciencia,Gera MX,5/3/21
0.615,0.422,5,-8.019,0,0.0504,0.604,0.0,0.112,0.185,135.859,214094,5,64,alternative r&b**dance pop**pop**r&b,H.E.R.,5/3/21
0.774,0.627,1,-6.874,1,0.246,0.0236,0.0,0.181,0.437,155.116,179398,4,80,hip hop**memphis hip hop**rap**southern hip hop**tennessee hip hop**trap,Moneybagg Yo,5/3/21
0.855,0.576,1,-8.501,1,0.38,0.0625,0.0,0.213,0.324,140.022,144033,4,82,hip hop**memphis hip hop**rap**southern hip hop**tennessee hip hop**trap,Moneybagg Yo,5/3/21
0.484,0.783,2,-5.334,1,0.0308,0.0957,0.000118,0.107,0.594,137.918,215360,4,97,contemporary country**country**country road,Jason Aldean,5/3/21
0.701,0.547,2,-8.238,1,0.0483,0.00843,0.0,0.0987,0.4,140.015,206108,4,99,modern rock,AJR,5/3/21
0.818,0.583,1,-7.525,1,0.285,0.0551,0.0,0.213,0.17,129.811,192256,4,100,hip hop**memphis hip hop**rap**southern hip hop**tennessee hip hop**trap,Moneybagg Yo,5/3/21
0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,245897,4,10,art pop**electropop**pop,Billie Eilish,5/10/21
0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,236524,4,20,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/10/21
0.397,0.545,3,-8.052,0,0.0985,0.133,0.0,0.116,0.301,142.214,258982,4,30,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/10/21
0.757,0.721,4,-2.906,0,0.0691,0.00196,0.0,0.647,0.364,124.036,165366,4,43,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/10/21
0.877,0.444,8,-7.547,1,0.172,0.24,0.0,0.169,0.658,129.06,165527,4,54,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/10/21
0.597,0.571,1,-6.205,0,0.293,0.492,0.0,0.093,0.165,106.196,218448,3,67,boston hip hop**hip hop**pop rap**rap,Joyner Lucas,5/10/21
0.359,0.706,5,-6.151,1,0.0309,0.000602,0.0,0.285,0.479,174.079,171333,4,73,contemporary country**country**country road**modern country rock,Thomas Rhett,5/10/21
0.669,0.687,6,-5.782,0,0.12,0.009,0.0,0.508,0.335,91.969,306194,4,79,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/10/21
0.725,0.638,1,-4.906,1,0.204,0.00838,0.0,0.104,0.316,119.795,159538,5,84,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/10/21
0.89,0.701,0,-5.712,0,0.342,0.00306,3.06e-06,0.0895,0.505,80.462,225020,4,85,hip hop**rap,Baby Keem,5/10/21
0.847,0.912,11,-3.129,1,0.257,0.0781,0.0,0.142,0.88,81.486,156895,4,90,memphis hip hop,NLE Choppa,5/10/21
0.623,0.79,7,-5.07,1,0.0473,0.118,0.0,0.226,0.694,81.949,187684,4,95,contemporary country**country**country road**modern country rock,Cole Swindell,5/10/21
0.888,0.407,8,-10.158,0,0.487,0.157,0.0,0.0914,0.751,77.031,176160,4,97,pop rap,Cico P,5/10/21
0.352,0.758,9,-2.491,0,0.0434,0.536,0.0,0.161,0.653,84.281,338637,4,100,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/10/21
0.623,0.473,8,-8.336,1,0.461,0.626,0.0,0.119,0.138,84.066,197822,4,8,conscious hip hop**hip hop**north carolina hip hop**rap,J. Cole,5/17/21
0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,236883,4,11,melodic rap**rap**trap,Trippie Redd,5/17/21
0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295,4,53,permanent wave**pop,Coldplay,5/17/21
0.807,0.659,11,-6.92,1,0.332,0.0224,0.0,0.309,0.438,82.465,168727,4,56,melodic rap**rap,Lil Tecca,5/17/21
0.578,0.639,4,-5.749,1,0.0374,0.0586,0.0,0.0944,0.296,108.045,277413,4,74,dance pop**pop,P!nk,5/17/21
0.656,0.672,10,-7.385,0,0.0468,0.0636,1.45e-05,0.186,0.137,130.006,217609,4,82,pop**rap**trap,Don Toliver,5/17/21
0.551,0.941,4,-3.793,1,0.0683,0.00179,0.0,0.066,0.744,90.039,228267,4,96,contemporary country**country**country road**oklahoma country,Blake Shelton,5/17/21
0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,4,1,pop,Olivia Rodrigo,5/24/21
0.573,0.867,5,-2.876,0,0.168,0.0853,0.0,0.38,0.231,74.861,339506,4,12,dance pop**hip pop**pop**pop rap**queens hip hop,Nicki Minaj,5/24/21
0.847,0.629,9,-5.81,1,0.102,0.0318,0.0,0.152,0.109,135.976,255532,4,38,atl hip hop**rap**trap,Migos,5/24/21
0.924,0.523,0,-6.362,1,0.132,0.011,0.0,0.17,0.144,131.892,181690,4,52,dance pop**hip pop**pop**pop rap**queens hip hop,Nicki Minaj,5/24/21
0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,122773,4,58,,Bella Poarch,5/24/21
0.792,0.707,7,-5.218,0,0.0623,0.116,0.0,0.12,0.408,134.997,224042,4,67,rap**trap,Internet Money,5/24/21
0.638,0.66,3,-7.115,0,0.299,0.246,0.0,0.134,0.738,157.996,174684,4,78,baton rouge rap**trap,YoungBoy Never Broke Again,5/24/21
0.761,0.722,7,-4.343,1,0.391,0.12,0.0,0.0649,0.798,92.45,246753,4,82,dance pop**hip pop**pop**pop rap**queens hip hop,Nicki Minaj,5/24/21
0.659,0.683,3,-5.623,1,0.0312,0.513,4.93e-06,0.133,0.397,139.931,203373,4,94,contemporary country**country pop,Lainey Wilson,5/24/21
0.635,0.634,1,-8.91,0,0.356,0.195,0.000107,0.198,0.224,107.008,217883,4,100,dance pop**hip pop**pop**pop rap**queens hip hop,Nicki Minaj,5/24/21
0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4,1,k-pop**k-pop boy group,BTS,5/31/21
0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4,9,pop,Olivia Rodrigo,5/31/21
0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,143747,4,12,pop,Olivia Rodrigo,5/31/21
0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,202827,4,14,pop,Olivia Rodrigo,5/31/21
0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,3,15,pop,Olivia Rodrigo,5/31/21
0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,152667,4,18,pop,Olivia Rodrigo,5/31/21
0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,163587,4,19,pop,Olivia Rodrigo,5/31/21
0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,173160,4,24,pop,Olivia Rodrigo,5/31/21
0.443,0.298,0,-12.181,1,0.0644,0.388,1e-05,0.103,0.172,77.253,209560,4,29,pop,Olivia Rodrigo,5/31/21
0.752,0.563,3,-8.066,0,0.209,0.146,0.0,0.103,0.551,145.05,178776,4,33,chicago rap,Polo G,5/31/21
0.895,0.469,1,-5.882,1,0.0661,0.0012,4.56e-05,0.192,0.076,126.917,138542,4,51,dance pop**pop**pop rap**r&b**scam rap**trap queen,City Girls,5/31/21
0.549,0.643,9,-6.808,1,0.0543,0.0792,1.21e-05,0.107,0.123,174.041,168034,4,66,lgbtq+ hip hop**pop,Lil Nas X,5/31/21
0.735,0.446,5,-10.232,1,0.109,0.0071,1.93e-05,0.173,0.121,150.915,199093,4,68,detroit trap**pop rap**rap**southern hip hop**trap,42 Dugg,5/31/21
0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,4,85,brostep**edm**pop**pop dance**progressive electro house,Marshmello,5/31/21
0.586,0.474,2,-9.21,0,0.18,0.334,0.0,0.118,0.146,91.105,205702,4,92,melodic rap**rap**trap,A Boogie Wit da Hoodie,5/31/21
0.924,0.73,11,-6.125,0,0.274,0.0525,0.0,0.113,0.848,99.01,236666,4,62,detroit hip hop**hip hop**rap,Eminem,6/7/21
0.672,0.717,5,-7.476,1,0.226,0.103,0.0,0.398,0.473,157.905,180380,4,64,plugg**viral rap,Cochise,6/7/21
0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,199604,4,66,puerto rican pop**trap latino,Rauw Alejandro,6/7/21
0.627,0.678,2,-4.691,1,0.0294,0.185,0.0,0.374,0.724,100.032,160839,4,75,contemporary country**country**country road**modern country rock,Chase Rice,6/7/21
0.754,0.66,0,-6.811,1,0.267,0.179,0.0,0.194,0.316,83.0,209299,4,81,atl hip hop**atl trap**rap**trap,Lil Baby,6/7/21
0.57,0.431,9,-8.685,0,0.178,0.583,0.0,0.105,0.433,154.918,215496,4,99,dfw rap**trap,MO3,6/7/21
0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,206710,4,10,latin**reggaeton**trap latino,Bad Bunny,6/14/21
0.596,0.65,9,-5.167,1,0.337,0.138,0.0,0.14,0.188,133.997,257428,4,16,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.643,0.403,1,-11.254,0,0.41,0.343,0.0,0.138,0.111,98.54,174682,4,20,melodic rap**rap**trap,Roddy Ricch,6/14/21
0.526,0.334,10,-8.491,0,0.251,0.702,0.00782,0.0586,0.522,74.966,212496,4,27,art pop**electropop**pop,Billie Eilish,6/14/21
0.744,0.697,11,-4.067,1,0.136,0.0415,0.0,0.112,0.238,150.046,192921,4,31,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.788,0.628,11,-5.746,0,0.12,0.00715,0.0,0.132,0.479,104.083,166911,4,34,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.856,0.727,2,-5.616,1,0.277,0.013,0.0,0.117,0.286,146.044,173419,4,43,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.77,0.561,10,-4.97,0,0.083,0.14,0.0,0.123,0.81,145.928,173208,4,46,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.742,0.701,1,-5.92,1,0.21,0.0821,0.0,0.116,0.178,137.951,195064,4,56,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.89,0.674,11,-5.45,0,0.318,0.107,0.0,0.111,0.248,134.028,216548,4,58,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.789,0.609,1,-5.969,1,0.174,0.0439,0.0,0.178,0.0816,136.001,172401,4,60,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.763,0.798,2,-4.692,1,0.397,0.0555,0.0,0.116,0.482,77.987,187680,4,67,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.469,0.613,11,-6.556,1,0.335,0.0747,0.0,0.205,0.135,72.434,235015,1,68,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.741,0.892,10,-4.225,0,0.304,0.172,0.0,0.126,0.56,159.088,181981,4,70,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.53,0.826,4,-6.369,1,0.43,0.0209,0.0,0.0915,0.277,95.99,229375,4,71,bc underground hip hop**country rap,Tom MacDonald,6/14/21
0.884,0.577,1,-4.716,1,0.319,0.0843,0.0,0.0602,0.854,137.032,218611,4,73,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.677,0.634,7,-6.231,1,0.335,0.228,0.0,0.131,0.496,90.268,206254,4,79,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.644,0.563,0,-9.814,0,0.159,0.0518,0.0,0.179,0.339,160.106,218417,4,80,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.795,0.599,6,-7.819,1,0.123,0.0414,0.0,0.193,0.351,97.033,195454,4,99,atl hip hop**atl trap**rap**trap,Lil Baby,6/14/21
0.927,0.538,1,-3.917,1,0.116,0.0312,0.0,0.0945,0.221,125.983,278191,4,15,atl hip hop**rap**trap,Migos,6/21/21
0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.891,130.02,184635,4,16,houston rap**pop**trap queen,Megan Thee Stallion,6/21/21
0.479,0.645,5,-7.336,0,0.302,0.135,0.0,0.0825,0.381,155.057,168729,4,26,chicago rap,Polo G,6/21/21
0.917,0.623,1,-8.231,1,0.135,0.0985,0.0,0.0833,0.687,126.063,206272,4,27,atl hip hop**rap**trap,Migos,6/21/21
0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4,38,dance pop**pop,Doja Cat,6/21/21
0.506,0.563,1,-7.664,0,0.411,0.0326,0.0,0.0856,0.153,168.146,190509,4,53,chicago rap,Polo G,6/21/21
0.522,0.466,3,-8.05,0,0.458,0.331,0.0,0.11,0.459,78.43,137692,4,59,chicago rap,Polo G,6/21/21
0.87,0.629,11,-7.598,0,0.279,0.173,0.0,0.101,0.512,134.944,241790,4,61,atl hip hop**rap**trap,Migos,6/21/21
0.685,0.515,4,-8.666,0,0.291,0.548,0.0,0.119,0.299,162.071,131968,4,63,chicago rap,Polo G,6/21/21
0.73,0.483,4,-8.565,1,0.0879,0.237,7.99e-05,0.31,0.883,87.996,192621,4,64,art pop**electropop**metropopolis**nz pop**pop,Lorde,6/21/21
0.831,0.719,10,-6.836,1,0.235,0.514,0.0,0.0675,0.859,155.038,248652,4,65,atl hip hop**rap**trap,Migos,6/21/21
0.772,0.535,1,-7.41,1,0.231,0.038,1.24e-06,0.161,0.207,76.065,189512,4,71,atl hip hop**rap**trap,Migos,6/21/21
0.734,0.712,6,-6.217,0,0.201,0.391,0.0,0.103,0.674,140.369,165405,4,79,chicago rap,Polo G,6/21/21
0.802,0.588,8,-6.768,1,0.137,0.498,0.0,0.111,0.522,87.501,168765,4,83,chicago rap,Polo G,6/21/21
0.861,0.487,6,-8.533,1,0.131,0.0632,0.0,0.144,0.707,92.998,171232,4,85,chicago rap,Polo G,6/21/21
0.664,0.375,1,-9.768,1,0.387,0.0135,0.0,0.117,0.145,171.784,161627,4,86,chicago rap,Polo G,6/21/21
0.738,0.658,5,-7.44,0,0.269,0.0344,0.0,0.419,0.39,128.208,126625,4,89,chicago rap,Polo G,6/21/21
0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,0.505,98.005,261667,4,93,reggaeton**reggaeton flow**trap latino,Los Legendarios,6/21/21
0.772,0.48,6,-11.392,0,0.46,0.242,0.0,0.0975,0.339,91.047,265404,4,97,chicago rap,Polo G,6/21/21
0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,233386,4,100,dance pop**edm**electro house**pop**pop dance**pop edm**slap house**tropical house,Regard,6/21/21
0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,139.949,112547,4,39,north carolina hip hop**rap,DaBaby,6/28/21
0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,161853,4,51,contemporary country**country**country road**modern country rock,Walker Hayes,6/28/21
0.469,0.673,6,-8.015,1,0.0337,0.418,1.41e-05,0.119,0.578,175.954,174838,4,85,arkansas country**contemporary country**country**country road**modern country rock**redneck,Justin Moore,6/28/21
0.494,0.771,1,-4.309,1,0.0626,0.0649,0.0,0.11,0.371,136.053,228440,4,90,contemporary country**country**country road,Luke Bryan,6/28/21
0.386,0.762,9,-6.341,1,0.564,0.122,0.0,0.527,0.433,170.691,138312,4,93,hip hop**rap,"Tyler, The Creator",6/28/21
